Sl No,Udise Code,School Name,District Name,Block Name,Type,Management,Category,Class From,Class To,Status,TOT STUDENT(1 TO 12),TOT TEACHER,PS TOT,UPS TOT,SEC TOT,HI SEC TOT,Pre-Primary Availability,No. of Pre-Primary Classes,School Location,Arts Stream,Commerce Stream,Science Stream,Vocational Stream,Other Streams
58997,21050203801,JAMARLA PROJECT  U.P. SCHOOL,SUNDERGARH-2105,BARGAON-210502,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,78,5,54,24,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
58999,21050206801,KANTIMURA PROJECT U.PRY. SCHOOL,SUNDERGARH-2105,BARGAON-210502,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,63,5,34,29,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59000,21050200401,KULGA PROJECT U.PRY. SCHOOL,SUNDERGARH-2105,BARGAON-210502,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,63,3,41,22,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59001,21050203201,KUREIBAGA PROJECT U.PRY. SCHOOL,SUNDERGARH-2105,BARGAON-210502,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,61,5,43,18,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59006,21050201501,RAIDIHI KISHANPADA PROJECT U. P. SCHOOL,SUNDERGARH-2105,BARGAON-210502,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,40,3,19,21,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59007,21050203402,SALEPALI PROJECT U.P. SCHOOL,SUNDERGARH-2105,BARGAON-210502,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,47,5,24,23,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59009,21050202001,BAMDERA U.G.HIGH SCHOOL,SUNDERGARH-2105,BARGAON-210502,3-Co-ed,18 - 18-NEW UGHS UNDER RMSA,7 - Upper Pr. and Secondary,6,10,Oper,57,7,0,33,24,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
59010,21050206303,TIKILIPADA  GOVT. U.G.H.S.,SUNDERGARH-2105,BARGAON-210502,3-Co-ed,19 - 19-NEW UGHS UNDER SME DEPARTMENT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,201,14,76,59,66,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59045,21052001904,"ACHARYA HARIHAR GOVT HIGH SCHOOL,",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,855,24,346,311,198,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59046,21052002005,ACHARYAHARIHAR GOVT U.P. SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,112,7,64,48,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59053,21052003401,BINOBASISHU GOVT UP SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,118,5,87,31,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59054,21052000171,BIRSAMUNDA GOVT HIGH SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,204,10,59,79,66,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59057,21050301602,"BONDAMUNDA  (B) U.PRY. SCHOOL,BMDM",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,238,7,65,173,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59060,21052003206,CHHEND HOUSING NODAL  HIGH SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,473,17,174,155,144,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59062,21052002201,"D.A.V. GOVT HIGH SCHOOL, BISRA ROAD",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,7 - Upper Pr. and Secondary,6,10,Oper,398,15,0,261,137,0,NA,NA,2-Urban,NA,NA,NA,NA,NA
59063,21052000401,"DEVELOPED AREA GOVT   HIGH SCHOOL, NEW LIC COLONY",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,447,17,168,113,166,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59065,21052005413,"FAKIRMOHAN GOVT.  HIGH SCHOOL , BALIJODI, ROURKELA 16",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,269,14,62,81,126,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59066,21052005102,"GANDHI VIDYALAYA, NAC U.P.S,SEC-19",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,255,8,133,122,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59067,21052005202,GOPABANDHU NAC U.P.SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,120,3,66,54,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59068,21052000601,GOPABANDHU UPS,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,206,8,118,88,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59069,21050305801,GOURI SHANKAR GOVT U.PRY. SCHOOL SUKUDA,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,4 - Upper Primary only,6,8,Oper,43,2,0,43,0,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
59071,21052000802,"GOVT  HIGH SCHOOL, BASANTI COLONY",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,625,19,200,264,161,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59072,21050303703,"GOVT. HIGH SCHOOL, JHIRPANI",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,528,20,108,216,204,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59073,21052000201," GOVT HIGH SCHOOL,PANPOSH",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,493,18,186,174,133,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59074,21052004853,"GOVT  HIGH SCHOOL, SEC-16",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,7 - Upper Pr. and Secondary,6,10,Oper,416,26,0,239,177,0,NA,NA,2-Urban,NA,NA,NA,NA,NA
59076,21052003805,"GOVT. HIGH SCHOOL, SEC-6",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,900,39,290,366,244,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59077,21052003007,"GOVT HIGH SCHOOL,SHAKTINAGAR",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,306,15,134,101,71,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59081,21050306501,GOVT PROJECT UPPER PRY. SCHOOL BANGURKELA,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,102,5,64,38,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59083,21052004803,"GOVT PRY.SCHOOL-A, SEC-16",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,233,5,233,0,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59107,21050303901,GOVT.  UPPER  PRIMARY SCHOOL B BIRKERA,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,86,5,55,31,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59108,21050302401,GOVT.UPPER PRIMARY SCHOOL.DOLPOSH,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,199,9,86,113,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59109,21050302101,GOVT.UPPER PRIMARY SCHOOL.JAGDA,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,178,8,122,56,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59110,21050300802,GOVT UPPER PRY. SCHOOL KAPARANDA,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,37,4,0,37,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59111,21050304601,GOVT U.PRY. SCHOOL BARSUAN,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,182,6,67,115,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59112,21050301004,"GOVT. U.PRY. SCHOOL, BISRA",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,293,8,165,128,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59113,21050303101,GOVT U. PRY. SCHOOL JAMAL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,52,4,38,14,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59114,21050301901,GOVT U.PRY. SCHOOL JODABANDH,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,189,7,88,101,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59115,21052005410,GOVT U.PRY.SCHOOL TARAPUR,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,184,3,132,52,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59116,21050306401, GOVT U. PRY. SCHOOL TUKSIKANI,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,277,7,127,150,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59117,21052005409,GOVT UP SCHOOL TANGARAPALLI,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,132,4,88,44,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59118,21050301002,GOVT URDU PROJECT U.PRY. SCHOOL BISRA,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,45,3,22,23,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59119,21052002102,HASANPUR URDU GOVT U.P. SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,170,5,95,75,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59120,21052001103,HRUSIKESH ROY GOVT U.P. SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,264,9,170,94,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59121,21052004701,"ISPAT URDU U.P.S,SEC-15",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,51,4,35,16,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59123,21050302502,JABAGHAT U.PRY. SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,4 - Upper Primary only,6,8,Oper,39,3,0,39,0,0,NA,NA,1-Rural,NA,NA,NA,NA,NA
59125,21052001652,"KALYANI DEVI  GOVT HIGH SCHOOL, ",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,782,18,273,315,194,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59126,21052005403,K.S.U.B. GOVT U.PRY. SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,148,3,98,50,0,0,1 - Yes,1,2-Urban,NA,NA,NA,NA,NA
59127,21052005305,LUAKERA NODAL HIGH SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,316,14,144,98,74,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59130,21052002601,"M.S. GOVT HIGH SCHOOL, BONDAMUNDA",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,624,17,289,206,129,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59131,21052003306,"N.A.C. U.P.SCHOOL, SEC-1",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,213,9,123,90,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59132,21052003102,NAYABAZAR MUNICIPAL GOVT HIGH SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,459,23,165,165,129,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59133,21052003101,O.M.P. NODAL GOVT U.P. SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,250,6,116,134,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59137,21050303202,PRATIVA SUDARSHAN GOVT HIGH SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,242,13,70,96,76,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59140,21052003006,R.E.C. CAMPUS GOVT HIGH SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,388,15,103,140,145,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59142,21052000604,R.P.L. UPS,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,274,8,148,126,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59143,21052001501,R.V. HIGH SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,528,20,192,206,130,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59144,21052005415,SHREE GANDHI BAL GOVERNMENT HIGH SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,250,9,108,76,66,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59145,21052005406,"SONAPARBAT  GOVT HIGH SCHOOL,BALIJODI",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,1087,25,299,387,401,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59147,21052000305,TARKERA U. PRY. SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,2 - Pri. with Up. Primary,1,8,Oper,179,5,113,66,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59148,21052001903,"TOWN NODAL HIGH SCHOOL, DAILY MARKET",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,868,26,345,308,215,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59149,21052001702,UDITNAGAR GOVT. HIGH SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,1425,28,308,649,468,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59150,21052000306,"UTKALMANI   GOVT. HIGH SCHOOL, DEOGAON",SUNDERGARH-2105,BISRA-210503,3-Co-ed,111 - 111-SCHOOLS UNDER S&ME DEPT,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,700,19,307,232,161,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59182,21052000301,BIDYUT COLONY GOVT U.PRY. SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,297,5,115,182,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59183,21050301003,BISRA GOVT HINDI PROJECT U.PRY. SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,71,5,49,22,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59184,21050301801,DAREIKELA PROJECT U.PRY. SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,63,4,29,34,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59185,21050301201,GOVT PROJECT U.PRY. SCHOOL BUDELJORE,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,89,4,49,40,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59186,21050301501,GOVT PROJECT U.PRY. SCHOOL DUMERTA,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,226,12,115,111,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59187,21050305301,GOVT  PROJECT U.PRY. SCHOOL GUDGUDJORE,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,101,6,69,32,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59188,21050300501,GOVT PROJECT U.PRY. SCHOOL MASURIKUDAR,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,43,4,35,8,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59189,21050305701,GOVT PROJECT U.PRY. SCHOOL SANBAMBUA,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,46,4,34,12,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59190,21050307001,GOVT PROJECT U.PRY. SCHOOL SARUBAHAL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,68,5,40,28,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59191,21052000502,GOVT.UPPER PRIMARY SCHOOLGANGADHARPALI,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,199,7,113,86,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59192,21050306101,GOVT UPPER PRY. SCHOOL KALIAPOSH,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,48,6,37,11,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59193,21050304301,GOVT UPPER PRY. SCHOOL KUKUDA,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,64,3,42,22,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59194,21050305501,GOVT  UPPER PRY. SCHOOL SANTOSHPUR,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,74,4,36,38,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59195,21050305902,GOVT  UPPER  PRY. SCHOOL THETEIPOSH,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,108,4,48,60,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59196,21050302801,GOVT  U.PRY. SCHOOL BHURTABAHAL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,70,3,44,26,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59197,21052002901,GOVT U.PRY. SCHOOL KOELNAGAR,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,115,8,86,29,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59198,21050306201,GOVT  U.PRY. SCHOOL KOKERAMA,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,155,7,78,77,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59199,21050305001,GOVT  U.PRY. SCHOOL MANKO,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,166,6,91,75,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59200,21052002007,GOVT. URDU U.P. SCHOOL PLANTSITE,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,390,12,233,157,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59201,21050302601,JABAPANPOSH PROJECT U.PRY. SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,128,7,68,60,0,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59202,21052003204,KALINGA VIHAR PROJECT U.PRY. SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,324,11,187,137,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59203,21052000308,RAGHUNATHPALI PROJECT U.PRY. SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,247,6,156,91,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59204,21052004801,"TUMKELA PROJECT U.P.SCHOOL, SEC-16",SUNDERGARH-2105,BISRA-210503,3-Co-ed,14 - 14-NEW UPPER PRIMARY SCHOOL (SSA/DPEP),2 - Pri. with Up. Primary,1,8,Oper,193,9,118,75,0,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59205,21052001302,GOPABANDHUPALLI U.G.HIGH SCHOOL,SUNDERGARH-2105,BISRA-210503,3-Co-ed,18 - 18-NEW UGHS UNDER RMSA,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,684,19,335,227,122,0,2 - No,NA,2-Urban,NA,NA,NA,NA,NA
59206,21050305101,GOVT  HIGH  SCHOOL SANRAMLOI,SUNDERGARH-2105,BISRA-210503,3-Co-ed,18 - 18-NEW UGHS UNDER RMSA,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,135,11,52,56,27,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
59207,21050307101,GOVT HIGH SCHOOL UDUSU,SUNDERGARH-2105,BISRA-210503,3-Co-ed,18 - 18-NEW UGHS UNDER RMSA,6 - Pr. Up Pr. and Sec. Only,1,10,Oper,414,17,154,154,106,0,2 - No,NA,1-Rural,NA,NA,NA,NA,NA
